Veh_ID depot_x depot_y capacity
479 50 50 40
480 50 50 50
481 50 50 70
482 50 50 70
483 50 50 70
484 50 50 40
485 50 50 70
486 50 50 50
487 50 50 70
488 50 50 70
489 50 50 50
490 50 50 40
491 50 50 50
492 50 50 50
493 50 50 70
494 50 50 40
495 50 50 70
496 50 50 70
497 50 50 70
498 50 50 40
499 50 50 50
500 50 50 70
501 50 50 40
502 50 50 70
503 50 50 70
504 50 50 40
505 50 50 50
506 50 50 70
507 50 50 40
508 50 50 40
509 50 50 50
510 50 50 50
511 50 50 70
512 50 50 50
513 50 50 50
514 50 50 40
